order_id,order_date,city,state,category,quantity,payment_mode,delivery_type,unit_price,discount_percent,final_price,order_value,delivery_days,customer_rating,is_returned,profit
101179,2023-06-09,Chennai,Tamil Nadu,Succulent,3,Card,Standard,291,5.0,276.45,829.3499999999999,8,4.7,No,136.03
101180,2025-02-19,Bengaluru,Karnataka,Succulent,3,COD,Express,359,0.0,359.0,1077.0,3,4.3,Yes,199.78
101181,2025-06-11,Jaipur,Rajasthan,Outdoor Plant,1,UPI,Express,531,5.0,504.45,504.45,2,4.4,No,106.84
101182,2023-11-25,Delhi,Delhi,Pot,2,COD,Express,349,15.0,296.65,593.3,1,4.1,No,117.67
101183,2024-08-02,Jaipur,Rajasthan,Pot,1,UPI,Standard,352,20.0,281.6,281.6,3,3.9,Yes,67.25
101184,2025-08-09,Mumbai,Maharashtra,Soil & Fertilizer,4,UPI,Standard,217,0.0,217.0,868.0,3,3.6,No,249.73
101185,2024-09-26,Jaipur,Rajasthan,Succulent,4,COD,Standard,260,0.0,260.0,1040.0,5,3.4,No,195.46
101186,2025-09-14,Mumbai,Maharashtra,Pot,4,UPI,Standard,330,25.0,247.5,990.0,6,3.4,No,193.26
101187,2025-07-09,Mumbai,Maharashtra,Soil & Fertilizer,2,COD,Standard,327,15.0,277.95,555.9,7,3.3,No,188.95
101188,2025-01-07,Pune,Maharashtra,Succulent,3,UPI,Standard,249,15.0,211.65,634.95,3,3.3,No,173.4
101189,2023-06-19,Pune,Maharashtra,Pot,2,UPI,Express,322,5.0,305.9,611.8,1,5.0,No,131.36
101190,2024-06-04,Bengaluru,Karnataka,Pot,4,UPI,Express,375,10.0,337.5,1350.0,2,4.7,No,255.31
101191,2023-02-09,Mumbai,Maharashtra,Soil & Fertilizer,2,UPI,Express,247,10.0,222.3,444.6,2,3.6,No,152.02
101192,2025-08-12,Bengaluru,Karnataka,Tool,3,COD,Standard,490,5.0,465.5,1396.5,4,3.7,No,483.16
101193,2025-09-10,Pune,Maharashtra,Flowering Plant,3,COD,Express,638,15.0,542.3,1626.8999999999999,1,2.8,No,416.21
101194,2025-09-01,Bengaluru,Karnataka,Soil & Fertilizer,2,COD,Standard,215,10.0,193.5,387.0,4,3.5,No,84.33
101195,2023-02-07,Bengaluru,Karnataka,Outdoor Plant,4,COD,Express,473,25.0,354.75,1419.0,2,4.7,Yes,222.07
101196,2023-11-24,Bhopal,Madhya Pradesh,Flowering Plant,3,COD,Standard,611,,611.0,1833.0,3,3.8,No,641.18
101197,2025-07-02,Bhopal,Madhya Pradesh,Flowering Plant,4,UPI,Express,550,20.0,440.0,1760.0,2,4.4,No,585.8
101198,2024-03-29,Mumbai,Maharashtra,Pot,3,UPI,Standard,405,25.0,303.75,911.25,6,3.6,No,264.23
101199,2023-02-06,Hyderabad,Telangana,Indoor Plant,4,Card,Express,378,0.0,378.0,1512.0,1,3.7,No,326.49
101200,2025-08-30,Jaipur,Rajasthan,Indoor Plant,2,UPI,Standard,462,5.0,438.9,877.8,3,4.4,No,249.35
101201,2025-03-06,Bengaluru,Karnataka,Tool,1,UPI,Standard,475,0.0,475.0,475.0,8,4.2,No,120.81
101202,2025-08-30,Hyderabad,Telangana,Outdoor Plant,1,COD,Standard,523,5.0,496.84999999999997,496.84999999999997,4,3.2,No,107.22
101203,2024-08-15,Pune,Maharashtra,Succulent,4,COD,Express,307,15.0,260.95,1043.8,2,3.8,Yes,330.12
101204,2025-11-29,Delhi,Delhi,Pot,3,COD,Standard,371,5.0,352.45,1057.35,4,2.9,No,314.77
101205,2023-08-12,Jaipur,Rajasthan,Outdoor Plant,2,UPI,Standard,470,20.0,376.0,752.0,7,5.0,No,260.24
101206,2023-11-14,Nagpur,Maharashtra,Flowering Plant,3,Card,Standard,616,25.0,462.0,1386.0,4,4.1,No,380.28
101207,2023-12-15,Jaipur,Rajasthan,Pot,1,UPI,Standard,414,0.0,414.0,414.0,5,2.9,Yes,80.07
101208,2023-04-25,Bengaluru,Karnataka,Flowering Plant,1,COD,Standard,695,10.0,625.5,625.5,8,4.9,No,114.38
101209,2024-11-28,Mumbai,Maharashtra,Outdoor Plant,2,Card,Standard,512,0.0,512.0,1024.0,3,3.4,No,284.68
101210,2025-11-29,Mumbai,Maharashtra,Indoor Plant,4,COD,Express,357,15.0,303.45,1213.8,2,4.0,No,206.96
101211,2023-02-09,Bengaluru,Karnataka,Outdoor Plant,2,Card,Express,511,5.0,485.45,970.9,2,4.3,No,206.99
101212,2023-08-04,Bengaluru,Karnataka,Soil & Fertilizer,1,Card,Standard,343,20.0,274.40000000000003,274.40000000000003,5,4.0,No,89.18
101213,2023-12-02,Chennai,Tamil Nadu,Pot,2,COD,Standard,417,25.0,312.75,625.5,8,4.7,No,215.93
101214,2023-04-02,Jaipur,Rajasthan,Pot,1,COD,Standard,342,10.0,307.8,307.8,6,4.1,No,74.95
101215,2023-12-19,Bhopal,Madhya Pradesh,Tool,3,Card,Express,505,25.0,378.75,1136.25,1,4.1,No,174.31
101216,2024-07-24,Bhopal,Madhya Pradesh,Succulent,1,UPI,Standard,288,20.0,230.4,230.4,5,3.6,No,72.75
101217,2025-03-26,Nagpur,Maharashtra,Indoor Plant,1,COD,Standard,452,0.0,452.0,452.0,6,2.8,No,103.66
101218,2025-02-19,Hyderabad,Telangana,Pot,2,UPI,Standard,310,5.0,294.5,589.0,6,3.7,No,94.36
101219,2023-12-29,Nagpur,Maharashtra,Indoor Plant,2,UPI,Express,399,5.0,379.04999999999995,758.0999999999999,1,3.4,No,143.43
101220,2024-07-10,Delhi,Delhi,Pot,2,COD,Express,348,5.0,330.59999999999997,661.1999999999999,1,3.8,No,127.42
101221,2023-12-22,Delhi,Delhi,Indoor Plant,3,COD,Express,427,15.0,362.95,1088.85,1,4.5,No,217.13
101222,2023-07-10,Chennai,Tamil Nadu,Tool,2,COD,Express,422,5.0,400.9,801.8,3,3.4,No,276.93
101223,2024-02-26,Mumbai,Maharashtra,Soil & Fertilizer,3,COD,Standard,252,5.0,239.39999999999998,718.1999999999999,8,4.3,No,209.37
101224,2024-11-30,Jaipur,Rajasthan,Tool,4,COD,Standard,451,0.0,451.0,1804.0,7,3.7,No,562.29
101225,2023-01-07,Delhi,Delhi,Outdoor Plant,2,COD,Express,497,10.0,447.3,894.6,3,3.6,No,192.74
101226,2023-05-13,Hyderabad,Telangana,Indoor Plant,2,COD,Standard,472,0.0,472.0,944.0,7,2.9,No,278.53
101227,2024-07-10,Jaipur,Rajasthan,Flowering Plant,4,COD,Standard,665,20.0,532.0,2128.0,5,3.3,No,646.89
101228,2025-04-05,Jaipur,Rajasthan,Soil & Fertilizer,4,Card,Standard,288,15.0,244.79999999999998,979.1999999999999,7,3.2,No,168.89
101229,2025-01-30,Bhopal,Madhya Pradesh,Outdoor Plant,4,UPI,Standard,575,5.0,546.25,2185.0,8,4.4,No,438.43
101230,2025-11-20,Mumbai,Maharashtra,Pot,1,COD,Standard,423,0.0,423.0,423.0,4,4.6,No,71.07
101231,2024-06-18,Delhi,Delhi,Pot,1,UPI,Express,332,0.0,332.0,332.0,3,2.9,No,58.41
101232,2024-03-01,Bhopal,Madhya Pradesh,Succulent,1,COD,Standard,394,5.0,374.29999999999995,374.29999999999995,3,3.1,No,127.95
101233,2024-11-02,Indore,Madhya Pradesh,Soil & Fertilizer,4,Card,Express,286,10.0,257.40000000000003,1029.6000000000001,2,4.9,No,196.52
101234,2023-12-29,Pune,Maharashtra,Flowering Plant,3,UPI,Standard,620,15.0,527.0,1581.0,8,4.8,No,301.37
101235,2023-03-23,Indore,Madhya Pradesh,Soil & Fertilizer,2,UPI,Standard,327,0.0,327.0,654.0,5,5.0,No,203.62
101236,2023-12-22,Indore,Madhya Pradesh,Tool,1,Card,Standard,408,15.0,346.8,346.8,6,5.0,No,105.61
101237,2024-08-11,Pune,Maharashtra,Succulent,4,UPI,Standard,348,10.0,313.2,1252.8,6,3.8,No,397.86
101238,2023-10-22,Indore,Madhya Pradesh,Tool,2,COD,Standard,439,15.0,373.15,746.3,4,4.6,No,114.28
101239,2025-12-05,Delhi,Delhi,Soil & Fertilizer,1,Card,Standard,205,25.0,153.75,153.75,3,4.3,No,48.02
101240,2023-01-17,Jaipur,Rajasthan,Tool,4,Card,Standard,449,25.0,336.75,1347.0,5,4.7,No,341.43
101241,2023-12-26,Bhopal,Madhya Pradesh,Outdoor Plant,2,Card,Standard,541,15.0,459.84999999999997,919.6999999999999,6,3.9,No,229.95
101242,2025-05-15,Bengaluru,Karnataka,Succulent,1,COD,Standard,274,15.0,232.9,232.9,7,5.0,No,69.25
101243,2024-11-30,Chennai,Tamil Nadu,Outdoor Plant,1,Card,Standard,567,15.0,481.95,481.95,7,2.8,No,120.69
101244,2024-03-23,Bhopal,Madhya Pradesh,Succulent,1,UPI,Express,288,,244.79999999999998,244.79999999999998,1,4.7,No,61.66
101245,2025-05-05,Hyderabad,Telangana,Indoor Plant,1,UPI,Standard,444,,444.0,444.0,3,3.1,No,141.55
101246,2023-12-31,Mumbai,Maharashtra,Outdoor Plant,1,COD,Express,481,25.0,360.75,360.75,2,4.1,No,66.51
101247,2024-11-05,Delhi,Delhi,Outdoor Plant,4,COD,Standard,530,15.0,450.5,1802.0,3,3.0,Yes,414.24
101248,2025-10-04,Bhopal,Madhya Pradesh,Indoor Plant,2,COD,Express,451,10.0,405.90000000000003,811.8000000000001,1,3.3,No,250.59
101249,2024-04-11,Delhi,Delhi,Indoor Plant,1,COD,Standard,434,10.0,390.6,390.6,3,3.2,No,116.41
101250,2024-02-18,Nagpur,Maharashtra,Flowering Plant,2,COD,Express,563,5.0,534.85,1069.7,1,3.7,No,338.72
101251,2024-08-08,Pune,Maharashtra,Tool,1,COD,Standard,503,10.0,452.7,452.7,7,4.5,No,155.44
101252,2025-09-20,Bengaluru,Karnataka,Indoor Plant,4,Card,Express,489,15.0,415.65,1662.6,2,4.6,No,288.13
101253,2024-07-25,Hyderabad,Telangana,Succulent,4,UPI,Express,270,5.0,256.5,1026.0,1,4.0,No,160.53
101254,2023-12-01,Jaipur,Rajasthan,Indoor Plant,2,UPI,Standard,434,20.0,347.20000000000005,694.4000000000001,6,4.9,No,111.89
101255,2023-02-06,Jaipur,Rajasthan,Indoor Plant,1,UPI,Standard,412,5.0,391.4,391.4,6,3.5,Yes,66.57
101256,2025-09-15,Bhopal,Madhya Pradesh,Outdoor Plant,4,UPI,Standard,541,20.0,432.8,1731.2,3,4.3,No,328.9
101257,2023-10-05,Indore,Madhya Pradesh,Outdoor Plant,1,COD,Standard,579,10.0,521.1,521.1,8,4.5,No,97.38
101258,2025-07-04,Pune,Maharashtra,Soil & Fertilizer,1,UPI,Standard,217,20.0,173.60000000000002,173.60000000000002,8,4.1,No,51.55
101259,2024-04-28,Indore,Madhya Pradesh,Indoor Plant,3,UPI,Standard,397,10.0,357.3,1071.9,4,4.6,No,207.13
101260,2024-12-31,Indore,Madhya Pradesh,Tool,4,COD,Standard,498,5.0,473.09999999999997,1892.3999999999999,8,2.9,No,414.15
101261,2023-07-11,Hyderabad,Telangana,Flowering Plant,2,COD,Standard,562,15.0,477.7,955.4,5,3.5,No,278.69
101262,2025-11-06,Delhi,Delhi,Outdoor Plant,2,COD,Standard,563,5.0,534.85,1069.7,4,3.3,No,253.89
101263,2024-06-07,Bhopal,Madhya Pradesh,Succulent,1,UPI,Standard,382,25.0,286.5,286.5,6,4.3,No,48.93
101264,2025-07-06,Jaipur,Rajasthan,Soil & Fertilizer,1,COD,Standard,240,15.0,204.0,204.0,7,4.2,No,59.36
101265,2024-02-05,Mumbai,Maharashtra,Succulent,1,UPI,Standard,251,10.0,225.9,225.9,7,3.8,No,71.73
101266,2025-06-04,Indore,Madhya Pradesh,Indoor Plant,3,COD,Standard,485,0.0,485.0,1455.0,4,4.0,No,499.83
101267,2024-12-05,Nagpur,Maharashtra,Indoor Plant,1,UPI,Standard,351,10.0,315.90000000000003,315.90000000000003,3,3.6,No,104.93
101268,2023-01-22,Hyderabad,Telangana,Flowering Plant,1,Card,Standard,629,10.0,566.1,566.1,4,5.0,No,132.6
101269,2024-04-18,Chennai,Tamil Nadu,Tool,2,Card,Standard,425,25.0,318.75,637.5,8,3.7,No,164.43
101270,2023-07-29,Bhopal,Madhya Pradesh,Indoor Plant,3,UPI,Standard,399,15.0,339.15,1017.4499999999999,3,4.2,No,320.49
101271,2023-11-02,Nagpur,Maharashtra,Tool,2,COD,Express,412,5.0,391.4,782.8,2,2.9,No,173.59
101272,2024-12-04,Indore,Madhya Pradesh,Tool,3,UPI,Express,499,5.0,474.04999999999995,1422.1499999999999,1,5.0,No,347.46
101273,2024-11-17,Delhi,Delhi,Soil & Fertilizer,3,UPI,Express,202,10.0,181.8,545.4000000000001,2,4.0,Yes,162.82
101274,2023-10-12,Hyderabad,Telangana,Pot,4,UPI,Standard,437,0.0,437.0,1748.0,7,3.8,No,320.36
101275,2024-12-16,Bengaluru,Karnataka,Pot,4,Card,Standard,359,15.0,305.15,1220.6,5,4.5,No,256.05
101276,2025-02-01,Mumbai,Maharashtra,Indoor Plant,4,COD,Express,434,0.0,434.0,1736.0,1,4.1,No,591.8
101277,2025-08-05,Hyderabad,Telangana,Soil & Fertilizer,2,UPI,Express,313,10.0,281.7,563.4,2,4.2,No,91.32
101278,2024-01-16,Nagpur,Maharashtra,Pot,4,COD,Standard,331,25.0,248.25,993.0,3,4.3,No,300.24
101279,2024-04-04,Jaipur,Rajasthan,Tool,4,COD,Express,504,20.0,403.20000000000005,1612.8000000000002,2,3.8,Yes,454.44
101280,2025-10-27,Mumbai,Maharashtra,Succulent,2,UPI,Express,280,20.0,224.0,448.0,1,3.9,No,99.42
101281,2023-01-29,Bengaluru,Karnataka,Soil & Fertilizer,3,COD,Express,200,15.0,170.0,510.0,1,3.5,No,129.69
101282,2025-06-25,Chennai,Tamil Nadu,Soil & Fertilizer,3,UPI,Standard,293,25.0,219.75,659.25,3,5.0,No,118.77
101283,2025-11-22,Bhopal,Madhya Pradesh,Indoor Plant,1,UPI,Standard,483,25.0,362.25,362.25,6,3.3,No,111.2
101284,2025-05-28,Indore,Madhya Pradesh,Succulent,1,UPI,Standard,310,0.0,310.0,310.0,7,3.1,No,82.69
101285,2023-03-20,Pune,Maharashtra,Tool,4,Card,Standard,410,5.0,389.5,1558.0,6,3.3,No,534.11
101286,2025-08-04,Delhi,Delhi,Succulent,2,UPI,Standard,315,25.0,236.25,472.5,7,4.9,No,120.92
101287,2024-04-03,Nagpur,Maharashtra,Pot,3,Card,Express,378,5.0,359.09999999999997,1077.3,3,3.9,No,340.0
101288,2024-07-23,Hyderabad,Telangana,Flowering Plant,2,UPI,Express,570,5.0,541.5,1083.0,1,3.8,No,194.88
101289,2025-01-07,Jaipur,Rajasthan,Succulent,1,UPI,Standard,390,0.0,390.0,390.0,4,3.8,No,69.85
101290,2024-05-30,Delhi,Delhi,Pot,4,COD,Standard,375,20.0,300.0,1200.0,6,4.1,No,282.48
101291,2024-02-01,Jaipur,Rajasthan,Tool,1,UPI,Standard,414,0.0,414.0,414.0,7,3.8,No,124.53
101292,2023-02-08,Hyderabad,Telangana,Flowering Plant,1,UPI,Express,640,10.0,576.0,576.0,1,3.3,No,170.42
101293,2025-06-05,Nagpur,Maharashtra,Tool,3,UPI,Standard,469,5.0,445.54999999999995,1336.6499999999999,7,3.9,Yes,420.15
101294,2025-03-07,Chennai,Tamil Nadu,Soil & Fertilizer,2,UPI,Standard,216,0.0,216.0,432.0,4,4.0,Yes,65.9
101295,2023-06-06,Chennai,Tamil Nadu,Pot,3,Card,Standard,377,5.0,358.15,1074.4499999999998,4,3.3,No,242.53
101296,2025-06-02,Bengaluru,Karnataka,Pot,3,COD,Standard,345,15.0,293.25,879.75,3,3.3,No,273.87
101297,2025-08-31,Indore,Madhya Pradesh,Indoor Plant,1,UPI,Standard,399,0.0,399.0,399.0,5,3.8,No,129.92
101298,2025-11-11,Bhopal,Madhya Pradesh,Soil & Fertilizer,4,UPI,Standard,237,20.0,189.60000000000002,758.4000000000001,5,4.0,No,233.92
101299,2025-04-28,Pune,Maharashtra,Tool,1,COD,Express,543,15.0,461.55,461.55,2,2.6,Yes,116.47
101300,2025-01-17,Bhopal,Madhya Pradesh,Soil & Fertilizer,2,Card,Standard,302,0.0,302.0,604.0,5,3.6,No,196.26
101301,2025-09-15,Bengaluru,Karnataka,Outdoor Plant,4,UPI,Standard,564,10.0,507.6,2030.4,7,2.6,No,580.23
101302,2023-01-21,Chennai,Tamil Nadu,Flowering Plant,3,COD,Express,608,20.0,486.40000000000003,1459.2,2,4.7,No,449.4
101303,2023-10-30,Jaipur,Rajasthan,Pot,2,COD,Standard,304,25.0,228.0,456.0,7,4.4,No,113.45
101304,2025-05-18,Bengaluru,Karnataka,Succulent,2,UPI,Standard,294,15.0,249.9,499.8,3,3.5,No,159.63
101305,2023-03-25,Indore,Madhya Pradesh,Succulent,2,COD,Standard,317,15.0,269.45,538.9,3,4.1,No,97.79
101306,2024-07-23,Nagpur,Maharashtra,Outdoor Plant,2,UPI,Express,481,20.0,384.8,769.6,2,3.3,No,136.21
101307,2025-07-22,Indore,Madhya Pradesh,Tool,1,COD,Standard,483,10.0,434.7,434.7,4,4.3,No,72.77
101308,2025-10-05,Mumbai,Maharashtra,Flowering Plant,2,Card,Standard,665,15.0,565.25,1130.5,7,3.7,No,286.71
101309,2025-03-03,Indore,Madhya Pradesh,Indoor Plant,1,UPI,Standard,469,10.0,422.1,422.1,7,5.0,No,88.89
101310,2025-03-02,Nagpur,Maharashtra,Flowering Plant,4,COD,Express,568,15.0,482.8,1931.2,1,3.8,No,412.26
101311,2024-05-06,Delhi,Delhi,Succulent,2,Card,Standard,285,20.0,228.0,456.0,5,3.8,No,77.31
101312,2023-07-27,Hyderabad,Telangana,Tool,1,Card,Standard,425,15.0,361.25,361.25,4,3.9,No,82.2
101313,2025-12-19,Nagpur,Maharashtra,Tool,2,UPI,Standard,461,0.0,461.0,922.0,4,3.3,Yes,156.82
101314,2024-03-05,Indore,Madhya Pradesh,Succulent,4,COD,Standard,380,25.0,285.0,1140.0,4,2.7,Yes,365.48
101315,2025-09-11,Chennai,Tamil Nadu,Indoor Plant,3,UPI,Standard,406,0.0,406.0,1218.0,4,3.4,No,212.15
101316,2024-06-03,Bengaluru,Karnataka,Indoor Plant,4,COD,Standard,363,,308.55,1234.2,4,4.6,No,311.9
101317,2024-08-13,Bengaluru,Karnataka,Succulent,3,UPI,Express,332,5.0,315.4,946.1999999999999,3,3.2,No,289.33
101318,2025-11-16,Bengaluru,Karnataka,Tool,1,COD,Standard,456,15.0,387.59999999999997,387.59999999999997,3,3.5,No,101.84
101319,2023-07-18,Chennai,Tamil Nadu,Tool,4,UPI,Standard,458,0.0,458.0,1832.0,6,,No,314.8
101320,2024-01-22,Jaipur,Rajasthan,Pot,1,COD,Standard,426,5.0,404.7,404.7,4,5.0,Yes,92.2
101321,2023-12-15,Hyderabad,Telangana,Pot,4,UPI,Standard,378,0.0,378.0,1512.0,4,5.0,No,499.67
101322,2025-08-17,Nagpur,Maharashtra,Indoor Plant,2,COD,Express,459,15.0,390.15,780.3,1,4.0,No,169.67
101323,2024-11-23,Indore,Madhya Pradesh,Soil & Fertilizer,3,UPI,Standard,289,0.0,289.0,867.0,7,4.0,No,225.01
101324,2024-01-13,Jaipur,Rajasthan,Pot,2,UPI,Standard,303,25.0,227.25,454.5,8,2.0,No,125.86
101325,2025-06-17,Indore,Madhya Pradesh,Tool,1,COD,Standard,490,10.0,441.0,441.0,8,3.5,No,82.39
101326,2025-07-04,Bengaluru,Karnataka,Indoor Plant,2,UPI,Standard,350,15.0,297.5,595.0,7,4.5,Yes,203.66
101327,2024-06-10,Indore,Madhya Pradesh,Flowering Plant,3,COD,Standard,551,20.0,440.8,1322.4,5,4.1,Yes,385.06
101328,2025-01-03,Chennai,Tamil Nadu,Flowering Plant,3,UPI,Standard,589,25.0,441.75,1325.25,5,4.5,No,352.16
101329,2023-07-25,Delhi,Delhi,Flowering Plant,3,UPI,Standard,698,10.0,628.2,1884.6000000000001,6,4.2,No,372.43
101330,2024-03-30,Indore,Madhya Pradesh,Indoor Plant,3,UPI,Standard,410,15.0,348.5,1045.5,3,4.1,No,205.13
101331,2024-06-04,Jaipur,Rajasthan,Indoor Plant,3,COD,Express,461,5.0,437.95,1313.85,3,3.4,No,273.3
101332,2025-10-13,Nagpur,Maharashtra,Pot,1,COD,Standard,346,5.0,328.7,328.7,4,4.2,No,107.31
101333,2025-08-13,Hyderabad,Telangana,Pot,2,COD,Standard,413,15.0,351.05,702.1,6,5.0,No,208.02
101334,2024-12-26,Bengaluru,Karnataka,Pot,4,Card,Standard,431,10.0,387.90000000000003,1551.6000000000001,3,2.9,No,525.31
101335,2025-10-10,Mumbai,Maharashtra,Outdoor Plant,2,UPI,Standard,580,10.0,522.0,1044.0,8,3.7,No,352.82
101336,2024-05-15,Nagpur,Maharashtra,Indoor Plant,2,Card,Standard,381,0.0,381.0,762.0,6,3.3,No,212.66
101337,2023-04-27,Delhi,Delhi,Soil & Fertilizer,1,Card,Standard,279,15.0,237.15,237.15,5,5.0,No,72.52
101338,2024-01-21,Pune,Maharashtra,Flowering Plant,1,Card,Standard,598,25.0,448.5,448.5,8,4.2,No,139.44
101339,2024-08-06,Indore,Madhya Pradesh,Tool,1,UPI,Standard,513,10.0,461.7,461.7,5,3.6,No,123.09
101340,2024-01-30,Indore,Madhya Pradesh,Tool,1,COD,Standard,406,10.0,365.40000000000003,365.40000000000003,4,3.9,No,64.06
101341,2025-12-23,Hyderabad,Telangana,Flowering Plant,2,Card,Express,689,20.0,551.2,1102.4,1,4.9,No,185.7
101342,2024-12-21,Hyderabad,Telangana,Outdoor Plant,3,COD,Standard,474,0.0,474.0,1422.0,7,4.0,No,293.89
101343,2023-03-13,Bengaluru,Karnataka,Outdoor Plant,3,UPI,Standard,483,5.0,458.84999999999997,1376.55,3,4.5,No,299.3
101344,2023-10-01,Mumbai,Maharashtra,Flowering Plant,1,Card,Standard,653,0.0,653.0,653.0,3,4.1,No,178.39
101345,2023-12-04,Mumbai,Maharashtra,Indoor Plant,4,UPI,Standard,375,10.0,337.5,1350.0,8,5.0,No,280.66
101346,2024-08-29,Chennai,Tamil Nadu,Flowering Plant,2,COD,Express,594,15.0,504.9,1009.8,3,5.0,No,196.91
101347,2023-06-15,Bengaluru,Karnataka,Flowering Plant,2,COD,Standard,582,25.0,436.5,873.0,7,4.9,No,174.34
101348,2023-01-11,Bengaluru,Karnataka,Soil & Fertilizer,4,Card,Standard,292,20.0,233.60000000000002,934.4000000000001,3,3.3,Yes,155.7
101349,2024-12-29,Delhi,Delhi,Tool,1,Card,Standard,517,15.0,439.45,439.45,8,3.4,No,105.3
101350,2025-03-11,Bhopal,Madhya Pradesh,Outdoor Plant,2,UPI,Express,465,15.0,395.25,790.5,3,4.0,No,159.79
101351,2023-04-12,Delhi,Delhi,Outdoor Plant,4,Card,Standard,492,15.0,418.2,1672.8,4,4.1,No,300.56
101352,2025-02-17,Indore,Madhya Pradesh,Tool,3,COD,Express,459,10.0,413.1,1239.3000000000002,2,4.1,No,383.27
101353,2023-08-02,Pune,Maharashtra,Pot,4,COD,Express,301,0.0,301.0,1204.0,2,4.1,No,334.03
101354,2024-02-05,Bengaluru,Karnataka,Outdoor Plant,4,COD,Express,471,0.0,471.0,1884.0,2,4.8,No,414.72
101355,2024-08-10,Mumbai,Maharashtra,Soil & Fertilizer,1,COD,Standard,333,20.0,266.40000000000003,266.40000000000003,5,4.5,No,63.35
101356,2025-06-07,Hyderabad,Telangana,Soil & Fertilizer,2,COD,Standard,286,5.0,271.7,543.4,8,3.7,No,112.17
101357,2025-12-05,Pune,Maharashtra,Tool,4,COD,Standard,524,5.0,497.79999999999995,1991.1999999999998,5,4.3,No,693.21
101358,2024-08-14,Mumbai,Maharashtra,Flowering Plant,2,UPI,Standard,591,10.0,531.9,1063.8,3,5.0,No,210.81
101359,2023-04-02,Mumbai,Maharashtra,Soil & Fertilizer,2,COD,Express,274,0.0,274.0,548.0,1,5.0,No,146.35
101360,2024-11-03,Pune,Maharashtra,Pot,1,COD,Standard,352,25.0,264.0,264.0,7,3.9,No,90.6
101361,2024-12-14,Hyderabad,Telangana,Flowering Plant,3,Card,Standard,587,0.0,587.0,1761.0,5,4.0,No,514.39
101362,2025-07-24,Bhopal,Madhya Pradesh,Indoor Plant,2,COD,Standard,443,25.0,332.25,664.5,8,3.6,No,220.89
101363,2023-08-30,Chennai,Tamil Nadu,Indoor Plant,1,COD,Standard,378,15.0,321.3,321.3,4,3.2,Yes,70.69
101364,2023-01-02,Bengaluru,Karnataka,Tool,1,COD,Express,447,25.0,335.25,335.25,2,3.9,No,74.45
101365,2023-08-13,Delhi,Delhi,Outdoor Plant,4,Card,Standard,553,0.0,553.0,2212.0,7,2.7,No,600.81
101366,2025-03-11,Indore,Madhya Pradesh,Pot,2,UPI,Express,384,10.0,345.6,691.2,2,3.3,Yes,149.7
101367,2024-08-11,Delhi,Delhi,Soil & Fertilizer,1,UPI,Express,341,25.0,255.75,255.75,3,3.7,No,67.18
101368,2023-04-26,Mumbai,Maharashtra,Succulent,3,COD,Express,335,15.0,284.75,854.25,1,4.4,No,297.84
101369,2025-07-06,Bengaluru,Karnataka,Indoor Plant,4,UPI,Standard,446,10.0,401.40000000000003,1605.6000000000001,6,4.6,No,505.87
101370,2023-07-13,Hyderabad,Telangana,Soil & Fertilizer,3,COD,Express,241,15.0,204.85,614.55,3,4.5,No,173.39
101371,2025-05-20,Hyderabad,Telangana,Tool,1,COD,Standard,482,0.0,482.0,482.0,3,4.1,No,77.73
101372,2023-03-31,Hyderabad,Telangana,Indoor Plant,4,UPI,Standard,390,15.0,331.5,1326.0,4,3.8,No,361.94
101373,2023-05-02,Indore,Madhya Pradesh,Indoor Plant,2,Card,Standard,441,5.0,418.95,837.9,7,4.2,No,151.49
101374,2023-05-23,Indore,Madhya Pradesh,Indoor Plant,4,COD,Standard,440,5.0,418.0,1672.0,7,3.9,No,412.45
101375,2025-09-20,Bengaluru,Karnataka,Outdoor Plant,4,UPI,Standard,520,10.0,468.0,1872.0,5,5.0,No,288.32
101376,2023-04-16,Bhopal,Madhya Pradesh,Pot,3,COD,Standard,346,0.0,346.0,1038.0,4,3.4,No,220.78
101377,2025-06-05,Mumbai,Maharashtra,Indoor Plant,2,COD,Express,446,0.0,446.0,892.0,1,4.0,No,305.68
101378,2024-03-03,Hyderabad,Telangana,Soil & Fertilizer,1,COD,Express,222,0.0,222.0,222.0,1,5.0,No,51.1
101379,2023-11-13,Hyderabad,Telangana,Soil & Fertilizer,3,Card,Express,233,15.0,198.04999999999998,594.15,2,2.8,No,180.68
101380,2024-09-26,Hyderabad,Telangana,Tool,2,COD,Standard,511,0.0,511.0,1022.0,7,2.8,No,303.53
101381,2023-01-09,Indore,Madhya Pradesh,Outdoor Plant,1,UPI,Standard,455,0.0,455.0,455.0,5,3.8,No,103.57
101382,2025-02-12,Bhopal,Madhya Pradesh,Pot,4,COD,Standard,350,15.0,297.5,1190.0,6,5.0,Yes,338.24
101383,2023-08-11,Delhi,Delhi,Pot,2,UPI,Express,375,10.0,337.5,675.0,1,4.0,No,108.97
101384,2024-07-06,Bhopal,Madhya Pradesh,Tool,3,COD,Express,441,5.0,418.95,1256.85,2,2.9,Yes,358.2
101385,2024-12-16,Indore,Madhya Pradesh,Succulent,1,COD,Express,381,5.0,361.95,361.95,3,4.3,No,116.65
101386,2023-04-21,Delhi,Delhi,Flowering Plant,1,Card,Express,590,20.0,472.0,472.0,2,4.4,No,82.38
101387,2023-09-08,Pune,Maharashtra,Indoor Plant,2,UPI,Standard,382,0.0,382.0,764.0,8,4.0,Yes,182.55
